Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades
INFY,EQ,18-Nov-16,929.8,930,933.25,917.5,918,920,925.99,3020114,2796602729,121639
INFY,EQ,21-Nov-16,920,926.9,926.9,906.95,914,911.1,918.76,3970284,3647743382,129057
INFY,EQ,22-Nov-16,911.1,916.9,928.65,911.65,914.85,914.2,918.14,2741563,2517129608,106048
INFY,EQ,23-Nov-16,914.2,922.1,922.9,912.45,921,920.25,918.81,4125893,3790922746,130883
INFY,EQ,24-Nov-16,920.25,928.2,939.9,923.3,930,930.3,931.71,8390322,7817314314,131479
INFY,EQ,25-Nov-16,930.3,930.45,985,930.45,974.7,977.5,971.84,6315690,6137814601,206134
INFY,EQ,28-Nov-16,977.5,979.3,983.45,970.6,978.05,979.75,978.12,3682856,3602267991,114279
INFY,EQ,29-Nov-16,979.75,978.8,984.7,967.1,973.45,972.6,976.81,3062753,2991717837,84322
INFY,EQ,30-Nov-16,972.6,973,977,961.05,974.05,975.55,973.42,4250459,4137474120,99676
INFY,EQ,01-Dec-16,975.55,976,983.55,967,974.95,975.6,974.84,2305795,2247777694,68019
INFY,EQ,02-Dec-16,975.6,964.8,969.6,961.1,963,964.5,966.01,2226614,2150941267,130557
INFY,EQ,05-Dec-16,964.5,965.9,968.6,958,961,961.65,961.83,1829788,1759944182,57931
INFY,EQ,06-Dec-16,961.65,961.8,979.5,961.65,968.55,966.5,971.03,1781055,1729462850,64774
INFY,EQ,07-Dec-16,966.5,968,973,960.2,966.7,966.4,967.48,1692990,1637934319,77351
INFY,EQ,08-Dec-16,966.4,970.05,986.1,970.05,985,984.65,983.22,2970831,2920977613,83482
INFY,EQ,09-Dec-16,984.65,985,1008.15,981.5,986,989.35,995.37,4324192,4304149911,121111
INFY,EQ,12-Dec-16,989.35,982.8,982.8,965.2,978,977.35,972.86,2672510,2599982626,74619
INFY,EQ,13-Dec-16,977.35,980.5,992.85,971.1,987.5,990.2,983.95,2427141,2388175697,71109
INFY,EQ,14-Dec-16,990.2,991,1004.95,984.1,999,999.75,996.89,2691307,2682939452,63665
INFY,EQ,15-Dec-16,999.75,997.4,1018.95,989,992.4,992.35,1007.8,3983208,4014289728,107209
INFY,EQ,16-Dec-16,992.35,1003.8,1009.7,997.75,1004.45,1005.15,1004.24,3218371,3232002246,93462
INFY,EQ,19-Dec-16,1005.15,1006.1,1008.25,994.1,1005,1004.65,1000.85,2062067,2063821245,52933
INFY,EQ,20-Dec-16,1004.65,1002,1019,1001.3,1013.5,1012.15,1012.54,3818249,3866136668,121711
INFY,EQ,21-Dec-16,1012.15,1016,1022,998.25,1002.5,1001.55,1011.82,3671988,3715406428,85526
INFY,EQ,22-Dec-16,1001.55,1002.5,1007,969.5,986,984.7,987.93,3530027,3487409630,109425
INFY,EQ,23-Dec-16,984.7,984.9,1006.6,973.6,988.25,988.45,989.92,3653018,3616211974,87394
INFY,EQ,26-Dec-16,988.45,988,994,975.1,983.35,982.75,983.28,1606914,1580049960,47565
INFY,EQ,27-Dec-16,982.75,982.75,1001.9,980,996.9,998.95,993.09,2456408,2439426051,57508
INFY,EQ,28-Dec-16,998.95,1002.95,1009.8,995,999,998.5,1003.15,2738408,2747039845,81224
INFY,EQ,29-Dec-16,998.5,1003.75,1008,988.15,990,992.35,997.88,3120062,3113451672,92963
INFY,EQ,30-Dec-16,992.35,998,1012,992.75,1011,1010.6,1006.91,3633884,3659012156,100569
INFY,EQ,02-Jan-17,1010.6,1011.1,1012.95,999.35,1002.9,1001.1,1004.35,1167611,1172694416,28829
INFY,EQ,03-Jan-17,1001.1,1004.1,1004.9,982,995.05,993.85,989.67,3389241,3354225264,113621
INFY,EQ,04-Jan-17,993.85,995.05,1004.2,992.25,992.45,997.75,998.94,3536793,3533038015,99650
INFY,EQ,05-Jan-17,997.75,1001.6,1009.5,988.75,996.2,996.15,1000.19,4103537,4104325150,100603
INFY,EQ,06-Jan-17,996.15,994.9,998.85,968.05,977.3,972.25,973.69,7196724,7007392619,171262
INFY,EQ,09-Jan-17,972.25,972.25,976.95,965,970,970.35,969.08,5272846,5109833703,86963
INFY,EQ,10-Jan-17,970.35,977,981,967.95,971.15,970.55,973.74,5969927,5813159905,97596
INFY,EQ,11-Jan-17,970.55,974.2,978.45,963.95,969.4,969.1,967.78,6120787,5923561832,192442
INFY,EQ,12-Jan-17,969.1,977.55,1004.4,977.55,1001.5,1000.05,992.36,5927870,5882574394,152968
INFY,EQ,13-Jan-17,1000.05,1030,1040,962.7,972.6,975.8,992.9,15638123,15527153070,327113
INFY,EQ,16-Jan-17,975.8,965,965.45,952.45,957.45,955.65,959.11,6175686,5923132618,139257
INFY,EQ,17-Jan-17,955.65,956.25,964,952.4,955.55,955.4,958.04,2780047,2663386306,80315
INFY,EQ,18-Jan-17,955.4,958.1,961,949.8,950.9,950.8,955.6,2976481,2844323919,109771
INFY,EQ,19-Jan-17,950.8,951,959.6,948.1,957.5,958.1,954,4438240,4234068518,139441
INFY,EQ,20-Jan-17,958.1,950,953.15,946,946.15,948.7,949,4562371,4329702970,106341
INFY,EQ,23-Jan-17,948.7,945,958,940,952.95,952.7,953.45,3974290,3789278960,116065
INFY,EQ,24-Jan-17,952.7,950,950,940.1,946.05,945.55,944.02,3413005,3221953219,101476
INFY,EQ,25-Jan-17,945.55,946.1,946.8,934.8,936.55,936.6,939.73,4989045,4688355349,123432
INFY,EQ,27-Jan-17,936.6,933.85,947.55,901.15,942.65,942.15,939.2,5317569,4994263503,119331
INFY,EQ,30-Jan-17,942.15,937.5,951.5,928.85,948.05,949.35,943.57,5684604,5363833728,147702
INFY,EQ,31-Jan-17,949.35,941.5,941.5,904.35,929.4,928.6,925.07,12034267,11132572522,275395
INFY,EQ,01-Feb-17,928.6,921.1,923.2,905.15,916,916.75,913.71,5765891,5268375697,170177
INFY,EQ,02-Feb-17,916.75,917,945,910.1,934.7,935.9,931.77,5914134,5510613427,123387
INFY,EQ,03-Feb-17,935.9,933.8,940.9,921.05,934.05,936.1,929.96,4211979,3916979843,136814
INFY,EQ,06-Feb-17,936.1,937.25,943.75,930.55,934,935.25,935.91,3363967,3148362599,90322
INFY,EQ,07-Feb-17,935.25,933,949.8,928.55,946,942.25,937.35,4634001,4343703630,78781
INFY,EQ,08-Feb-17,942.25,936,944.1,932.45,934,936.5,936.48,3159981,2959255451,104030
INFY,EQ,09-Feb-17,936.5,937,950,936.55,946,946,944.59,5953633,5623726244,212836
INFY,EQ,10-Feb-17,946,946.25,972,943.3,967,968.3,959.62,6126226,5878867733,147110
INFY,EQ,13-Feb-17,968.3,972.85,986.1,962.85,984,984.35,978.43,6862134,6714084291,115322
INFY,EQ,14-Feb-17,984.35,980,989,972.35,987.75,987.7,982.86,4669409,4589393176,93050
INFY,EQ,15-Feb-17,987.7,989.2,998.8,968.8,982.15,981.8,984.58,3629743,3573754984,69110
INFY,EQ,16-Feb-17,981.8,991,1013.9,990.05,1012,1012.1,1004.57,6407929,6437217885,114268
INFY,EQ,17-Feb-17,1012.1,1013.75,1013.75,992.7,999,1000.1,1000.09,2425604,2425826884,67547
INFY,EQ,20-Feb-17,1000.1,996.5,1031,993.5,1030,1010.25,1002.49,2325331,2331129298,57830
INFY,EQ,21-Feb-17,1010.25,1022.1,1024.5,1000.05,1011,1013.6,1014.45,3806998,3862010544,86430
INFY,EQ,22-Feb-17,1013.6,1015,1015,986.4,991,990.15,994.38,3303919,3285353834,121253
INFY,EQ,23-Feb-17,990.15,998.9,1020,993.35,1006.55,1008.85,1009.55,4771328,4816916303,103839
INFY,EQ,27-Feb-17,1008.85,1007.3,1023,1006.95,1013.05,1012.4,1017.4,2664348,2710714927,83469
INFY,EQ,28-Feb-17,1012.4,1011.85,1022.7,1009.25,1012,1012.4,1014.8,2970066,3014022678,93851
INFY,EQ,01-Mar-17,1012.4,1012,1027,1010.1,1025.25,1025.15,1024.23,2141224,2193095873,114684
INFY,EQ,02-Mar-17,1025.15,1024.4,1028,1016.5,1018.9,1023.3,1024.05,1474249,1509698903,42399
INFY,EQ,03-Mar-17,1023.3,1010.25,1034.3,1000.4,1032.15,1031.2,1021.08,2700806,2757727851,74416
INFY,EQ,06-Mar-17,1031.2,1020.05,1035.95,1019.7,1033,1033.9,1030.4,2643193,2723532993,71674
INFY,EQ,07-Mar-17,1033.9,1022,1025.8,1014.7,1018.8,1019.8,1020.25,2322248,2369267970,74091
INFY,EQ,08-Mar-17,1019.8,1016.9,1016.9,1004.45,1008.15,1007.8,1009.02,3089588,3117465750,65695
INFY,EQ,09-Mar-17,1007.8,1007.8,1013,999,1011.2,1011.55,1007.88,1740315,1754027663,80001
INFY,EQ,10-Mar-17,1011.55,1015,1027.65,1013.4,1021.5,1021.85,1021.75,2275162,2324657633,66765
INFY,EQ,14-Mar-17,1021.85,1022.8,1041.9,1022.8,1035.3,1034.8,1034.12,3939198,4073612175,93944
INFY,EQ,15-Mar-17,1034.8,1034.9,1034.9,1007.5,1011.2,1011.95,1013.81,3186989,3230988617,135842
INFY,EQ,16-Mar-17,1011.95,1013.3,1031.7,1013.3,1029,1028.85,1024.89,3351478,3434894916,91634
INFY,EQ,17-Mar-17,1028.85,1035.4,1042.9,1019.25,1039,1040.3,1034.03,4753923,4915686887,132876
INFY,EQ,20-Mar-17,1040.3,1026.55,1026.55,1015.1,1020.3,1021.5,1020.31,2213694,2258652533,85988
INFY,EQ,21-Mar-17,1021.5,1020.9,1034.95,1018.8,1028.8,1032.85,1029,2434792,2505412044,61479
INFY,EQ,22-Mar-17,1032.85,1022.45,1039.95,1020.4,1027.5,1027.7,1028.79,1995426,2052872403,69882
INFY,EQ,23-Mar-17,1027.7,1028.25,1043,1026.6,1040.25,1040.45,1038.53,2250831,2337555355,70900
INFY,EQ,24-Mar-17,1040.45,1038,1044,1027.7,1028.1,1031.4,1033.26,2441948,2523166659,75313
INFY,EQ,27-Mar-17,1031.4,1027.2,1041.85,1024.5,1035,1028.85,1032.85,3842412,3968617436,118204
INFY,EQ,28-Mar-17,1028.85,1031.5,1039,1030.05,1038.95,1035.15,1035.21,2398398,2482850262,69503
INFY,EQ,29-Mar-17,1035.15,1034.3,1041.5,1025.85,1033.8,1031.85,1032.47,3490593,3603938737,60565
INFY,EQ,30-Mar-17,1031.85,1034,1035.9,1020.25,1023,1025.5,1026.08,6078590,6237092368,94441
INFY,EQ,31-Mar-17,1025.5,1023.25,1029.3,1008,1022.5,1022.25,1019.49,7076927,7214831803,96201
INFY,EQ,03-Apr-17,1022.25,1032.15,1032.45,1006.1,1010.3,1008.8,1010.88,2157800,2181287096,66898
INFY,EQ,05-Apr-17,1008.8,1005,1005.4,991,995.2,995.95,997.87,3699169,3691274935,155256
INFY,EQ,06-Apr-17,995.95,998.15,1005.8,992,997.45,999.6,1000.46,2689504,2690729251,80666
INFY,EQ,07-Apr-17,999.6,1000.9,1000.9,979,982.6,981.55,985.56,3202254,3156004780,97036
INFY,EQ,10-Apr-17,981.55,984.9,989.5,950.1,951.05,953.4,965.01,4764236,4597514332,94190
INFY,EQ,11-Apr-17,953.4,956.05,971.7,956.05,968,967.15,966.2,4327733,4181469033,104526
INFY,EQ,12-Apr-17,967.15,970,976.9,960.35,967.85,968.85,969.16,3348376,3245103251,86217
INFY,EQ,13-Apr-17,968.85,970,990,926.65,932.9,931.4,942.95,15486594,14603160521,368460
INFY,EQ,17-Apr-17,931.4,930,932.1,923.5,924.75,924.9,926.27,3606717,3340781677,110168
INFY,EQ,18-Apr-17,924.9,924.75,934,919.1,923.05,922.65,925.65,2323759,2150985535,77903
INFY,EQ,19-Apr-17,922.65,923,930,912.65,919.4,919.2,917.13,5035851,4618541692,123370
INFY,EQ,20-Apr-17,919.2,921.5,929.7,918.55,928.15,927.3,924.5,2274500,2102780031,104880
INFY,EQ,21-Apr-17,927.3,934.8,934.8,921.1,922.5,923.7,925.43,1788733,1655346159,62461
INFY,EQ,24-Apr-17,923.7,917.5,928.5,913,927,926.55,919.84,2778333,2555623447,78246
INFY,EQ,25-Apr-17,926.55,925.9,933,920.55,929.6,929.35,929.27,2368530,2200992057,104070
INFY,EQ,26-Apr-17,929.35,929.95,935.55,910.2,914.15,914.25,916.98,4542248,4165168442,125006
INFY,EQ,27-Apr-17,914.25,916,929,916,927.2,925.25,923.8,3898604,3601521629,113696
INFY,EQ,28-Apr-17,925.25,926.85,927.4,915.6,921,918.95,919.78,2514851,2313115919,79880
INFY,EQ,02-May-17,918.95,924,926.4,915.1,923.15,922.6,921.65,1615563,1488984260,85885
INFY,EQ,03-May-17,922.6,926.5,939.1,917.65,934,934.3,932.19,2329724,2171737625,74214
INFY,EQ,04-May-17,934.3,937,939.65,928.9,936,937.65,935.94,2639903,2470785901,104986
INFY,EQ,05-May-17,937.65,936,937.35,920,930,931.5,927.04,2216394,2054687486,108343
INFY,EQ,08-May-17,931.5,938,948.55,932,943.1,945.5,940.67,2353549,2213917286,99288
INFY,EQ,09-May-17,945.5,950.6,951.95,942.1,946.95,946.65,947.01,2824686,2675013934,97850
INFY,EQ,10-May-17,946.65,947.15,950,937.15,945.3,943.65,943.23,1682151,1586652710,54391
INFY,EQ,11-May-17,943.65,946.85,949.85,937.55,944.05,944.1,945.45,1614741,1526662167,67623
INFY,EQ,12-May-17,944.1,953,966,951.45,965.45,964.25,959.75,5489998,5269035238,111297
INFY,EQ,15-May-17,964.25,963.5,963.5,949.1,953.25,951.55,951.49,3648582,3471579745,75335
INFY,EQ,16-May-17,951.55,953.1,960.15,946.95,956,955,952.92,3065084,2920775219,71808
INFY,EQ,17-May-17,955,951.6,958.45,943.85,952.9,952.8,949.48,1457754,1384109512,75429
INFY,EQ,18-May-17,952.8,943,973.9,942.85,960.25,961.75,962.61,4028924,3878281748,120990
INFY,EQ,19-May-17,961.75,961.5,962.7,947.85,957.4,957.95,954.18,2128698,2031155370,88897
INFY,EQ,22-May-17,957.95,958.4,966.9,956.55,960,961.45,962.29,2751526,2647754820,99616
INFY,EQ,23-May-17,961.45,964.65,967,954.1,957.5,957.3,960.16,2019991,1939514665,80122
INFY,EQ,24-May-17,957.3,960,965.5,949.6,957,954.8,958.37,2818143,2700826858,56898
INFY,EQ,25-May-17,954.8,961,986.6,961,981,983.3,978.16,5219257,5105249719,76160
INFY,EQ,26-May-17,983.3,987,1000,980.6,996.05,995.7,994.06,2494002,2479193882,63671
INFY,EQ,29-May-17,995.7,990.9,996.7,975.7,986,985.15,983.11,3154217,3100929032,83084
INFY,EQ,30-May-17,985.15,982,1000,978.65,993,996.2,995.45,1858455,1850003638,62012
INFY,EQ,31-May-17,996.2,993.55,993.55,974.85,976.05,977.05,980.19,3881950,3805051203,121323
INFY,EQ,01-Jun-17,977.05,969.3,979.7,958.55,971.25,971.4,969.49,2754303,2670262585,81421
INFY,EQ,02-Jun-17,971.4,973.4,975.45,964.2,966,969.45,968.76,1958983,1897792689,48927
INFY,EQ,05-Jun-17,969.45,970,972,957.05,959,958.75,961.71,2731349,2626761463,83794
INFY,EQ,06-Jun-17,958.75,965,987.5,964.4,980,979.35,980.08,3504343,3434525874,83178
INFY,EQ,07-Jun-17,979.35,985,988.9,945,959.3,961.3,963.75,6227523,6001805446,139990
INFY,EQ,08-Jun-17,961.3,962.95,962.95,948.15,956.05,956.45,952.81,3097676,2951501577,88147
INFY,EQ,09-Jun-17,956.45,938.55,950.95,923,949,948.6,937.55,7378831,6918028230,161124
INFY,EQ,12-Jun-17,948.6,943.35,965.2,940.1,964.4,963.85,953.95,4295838,4097996731,89686
INFY,EQ,13-Jun-17,963.85,953.5,962.95,951.6,957.95,957.8,958.26,2468897,2365833764,69355
INFY,EQ,14-Jun-17,957.8,960,961.9,951.2,958.5,958.6,957.02,3719055,3559194777,90312
INFY,EQ,15-Jun-17,958.6,959.65,967.95,949.6,951.35,952.1,956.12,2764031,2642752622,67490
INFY,EQ,16-Jun-17,952.1,949.1,953.85,936,937,940.25,942.47,5474225,5159269025,109487
INFY,EQ,19-Jun-17,940.25,939.95,940.25,928,930.8,929.85,931.98,3427930,3194759665,82075
INFY,EQ,20-Jun-17,929.85,935,946.9,934.05,944.25,943.55,943.01,2592198,2444471885,105790
INFY,EQ,21-Jun-17,943.55,945,949,936.05,948.55,943.35,941.04,1867932,1757791621,59945
INFY,EQ,22-Jun-17,943.35,947.7,968.7,935.1,939,940.15,953.78,4732621,4513895878,115123
INFY,EQ,23-Jun-17,940.15,945,949.15,938,943.05,943.25,943.77,3201509,3021488880,118944
INFY,EQ,27-Jun-17,943.25,945,948,923.75,926,927.05,929.06,3452330,3207420227,113272
INFY,EQ,28-Jun-17,927.05,932.8,933,921,924,924.7,925.73,2952612,2733310089,98295
INFY,EQ,29-Jun-17,924.7,930.2,947.95,926.6,929,930.2,935.13,7957020,7440838110,103952
INFY,EQ,30-Jun-17,930.2,930.8,938,929,934.4,935.55,934.42,2108350,1970090052,64325
INFY,EQ,03-Jul-17,935.55,941.1,955,934.6,953.6,951.9,945.66,2544462,2406192366,62128
INFY,EQ,04-Jul-17,951.9,953.85,970,949.4,961,962.15,962.03,2583863,2485762341,54690
INFY,EQ,05-Jul-17,962.15,959,959,945.4,952,950.9,950.46,2113114,2008422007,58308
INFY,EQ,06-Jul-17,950.9,945,957,944.2,946.8,947,950.12,1914860,1819345351,56849
INFY,EQ,07-Jul-17,947,943.85,945.45,933.05,935.1,935.4,938.78,2888443,2711621746,98641
INFY,EQ,10-Jul-17,935.4,945,1028.9,937.3,953.3,957.05,953.49,847546,808125207.5,17862
INFY,EQ,11-Jul-17,957.05,956.65,989.5,956.65,978.6,975.35,978.98,5769854,5648578195,113632
INFY,EQ,12-Jul-17,975.35,974.95,981.5,968.75,973,972.35,974.41,3137988,3057672504,77201
INFY,EQ,13-Jul-17,972.35,977.25,983.45,964.1,980,977.05,977,2585196,2525724825,74502
INFY,EQ,14-Jul-17,977.05,999.45,1006.85,966.05,970,972.05,985.55,11239090,11076697426,246571
INFY,EQ,17-Jul-17,972.05,975,992,974,985.55,984.05,984.54,3849125,3789602386,85783
INFY,EQ,18-Jul-17,984.05,986.05,1004.8,981.1,983.65,985.6,995.69,4130090,4112296075,93509
INFY,EQ,19-Jul-17,985.6,981.45,988.65,969.1,979.6,979.85,976.12,2945139,2874801640,105595
INFY,EQ,20-Jul-17,979.85,979.3,979.85,966.95,969,969.45,970.69,3404870,3305085666,101526
INFY,EQ,21-Jul-17,969.45,973,982.55,971.4,979.9,980.1,978.45,2990377,2925921840,68179
INFY,EQ,24-Jul-17,980.1,983.5,994,982.6,990.5,990.55,989.58,3064588,3032646958,110820
INFY,EQ,25-Jul-17,990.55,990,999,986.2,994,993.85,992.82,3572807,3547155444,104586
INFY,EQ,26-Jul-17,993.85,998.1,999,990.4,994,994.05,993.84,3435012,3413852845,104013
INFY,EQ,27-Jul-17,994.05,996,1004,966.8,969.85,971.05,981.64,6338426,6222055607,100543
INFY,EQ,28-Jul-17,971.05,976,1003,962.3,995.7,997.35,987.2,5549214,5478201640,92083
INFY,EQ,31-Jul-17,997.35,991.9,1021.7,986.75,1015,1011.2,1007.77,9579124,9653593591,194493
INFY,EQ,01-Aug-17,1011.2,1011,1017,998.35,1004.5,1005.55,1005.38,3844699,3865373993,74672
INFY,EQ,02-Aug-17,1005.55,1006,1012.75,987.2,989.1,993.35,999.06,2128792,2126780545,64338
INFY,EQ,03-Aug-17,993.35,991,998.75,980.25,981.8,984,988.23,2320174,2292869697,64881
INFY,EQ,04-Aug-17,984,988,989,976.05,983.5,983.75,981.53,2674509,2625108705,54851
INFY,EQ,07-Aug-17,983.75,983.5,983.75,965.7,966.5,968.25,972.33,3036872,2952834608,75997
INFY,EQ,08-Aug-17,968.25,968.5,970.25,955.05,963.5,963.85,963.45,3002324,2892578681,83371
INFY,EQ,09-Aug-17,963.85,967.65,973.9,964.55,970.7,969.35,969.56,1961205,1901504150,74542
INFY,EQ,10-Aug-17,969.35,969.9,987.5,969.35,984.95,981.25,982,4570342,4488072667,118468
INFY,EQ,11-Aug-17,981.25,976,997,969.6,986.5,987.7,986.81,3272078,3228922463,85957
INFY,EQ,14-Aug-17,987.7,988,989.2,977.15,982,981.45,981.62,1908235,1873162936,83142
INFY,EQ,16-Aug-17,981.45,982,986.1,969,979.35,975.2,975.79,3089040,3014254126,73688
INFY,EQ,17-Aug-17,975.2,1005,1029.25,998.05,1021.05,1020.85,1012.61,12892130,13054759561,219380
INFY,EQ,18-Aug-17,1020.85,1017.9,1017.9,884.2,923.15,923.25,932.15,82202480,76625024333,1192900
INFY,EQ,21-Aug-17,923.25,924,924,870,870.15,873.4,888.68,45203588,40171479151,844350
INFY,EQ,22-Aug-17,873.4,895.2,897.05,860,876,875.4,876.3,24621299,21575553324,436450
INFY,EQ,23-Aug-17,875.4,880,903.7,873.9,893.4,892.8,890.37,30642095,27282913879,431562
INFY,EQ,24-Aug-17,892.8,910,918.25,902.35,911.5,912.15,910.72,21190262,19298432842,379260
INFY,EQ,28-Aug-17,912.15,943.95,953.95,938,940.3,941,944.82,20356054,19232850863,339901
INFY,EQ,29-Aug-17,941,941.45,942,925.55,926.75,927.45,933.49,6684696,6240109664,148591
INFY,EQ,30-Aug-17,927.45,937.2,939,924.1,926.7,926.65,930.56,8074832,7514125822,147639
INFY,EQ,31-Aug-17,926.65,928.8,928.95,912.9,915,914.95,916.78,7511226,6886139481,174045
INFY,EQ,01-Sep-17,914.95,915.95,925.9,910,919.85,919.95,919.57,4216961,3877809876,81607
INFY,EQ,04-Sep-17,919.95,921,921.1,893.5,899.95,900.2,904.13,5088554,4600718442,141455
INFY,EQ,05-Sep-17,900.2,902,905,897.25,901,901.9,901.02,4891696,4407506232,79400
INFY,EQ,06-Sep-17,901.9,900,900.3,890,896.9,895.6,894.39,3867955,3459475483,126593
INFY,EQ,07-Sep-17,895.6,900,900.5,892.35,894.65,895.75,896.04,3120596,2796180948,74906
INFY,EQ,08-Sep-17,895.75,899,899,882.1,884,884.3,888.07,4302271,3820696332,78811
INFY,EQ,11-Sep-17,884.3,890.4,891.8,873.65,879.95,878.7,880.91,6893821,6072846748,145836
INFY,EQ,12-Sep-17,878.7,882.55,887.75,878.8,883.25,884.05,881.98,8620677,7603270020,94378
INFY,EQ,13-Sep-17,884.05,885.5,887.6,881,884.5,883.75,883.75,5739114,5071927188,136009
INFY,EQ,14-Sep-17,883.75,884.5,896.6,881.6,892.3,892.4,891.42,6849003,6105328297,110957
INFY,EQ,15-Sep-17,892.4,892.3,913.25,892.2,908.6,908.25,904.85,6729730,6089408744,99888
INFY,EQ,18-Sep-17,908.25,910,917.75,906.3,908.8,909.1,912.83,4237930,3868513182,77992
INFY,EQ,19-Sep-17,909.1,908,916,903.5,912.7,912.25,911.15,3016665,2748642130,79618
INFY,EQ,20-Sep-17,912.25,917,917,907.45,913.3,912.7,910.97,2883915,2627153268,46614
INFY,EQ,21-Sep-17,912.7,915,915.25,908.15,911,909.55,910.99,4102076,3736951963,42387
INFY,EQ,22-Sep-17,909.55,908.15,910.25,888,899,898.3,897.32,8802044,7898273388,101141
INFY,EQ,25-Sep-17,898.3,901,901.95,889.1,901,895.35,894.32,4544350,4064084916,83796
INFY,EQ,26-Sep-17,895.35,897,908.4,894.3,901.75,905.9,900.14,3683239,3315416203,101232
INFY,EQ,27-Sep-17,905.9,906.1,907.9,895.1,895.9,899.8,900.49,3000069,2701542236,88378
INFY,EQ,28-Sep-17,899.8,896.1,903.9,894.3,896,896,897.71,8768633,7871666208,135425
INFY,EQ,29-Sep-17,896,898,902.4,895,899,899.9,899.31,2852916,2565651057,79579
INFY,EQ,03-Oct-17,899.9,910.1,912,901.6,903.05,903.55,905.66,2473761,2240392336,98569
INFY,EQ,04-Oct-17,903.55,903,905.4,897.15,901.45,899.6,901.13,2495746,2248997167,81198
INFY,EQ,05-Oct-17,899.6,900,904.95,899,903,903.05,902.78,4305650,3887063883,46048
INFY,EQ,06-Oct-17,903.05,904,922,903.95,920.5,920.15,916.53,4287154,3929315140,76214
INFY,EQ,09-Oct-17,920.15,920,929,914,924.25,923.9,923.72,1752416,1618746285,39646
INFY,EQ,10-Oct-17,923.9,939.95,939.95,929.55,935.15,935.45,935.46,3571610,3341105876,103093
INFY,EQ,11-Oct-17,935.45,935.45,938,928,930.6,930.7,932.27,2991252,2788647778,95474
INFY,EQ,12-Oct-17,930.7,930,934.35,919.55,928.35,927.3,924.62,5140486,4753015820,108653
INFY,EQ,13-Oct-17,927.3,932.8,933.5,927.55,929.05,930.1,929.7,3590364,3337968430,104364
INFY,EQ,16-Oct-17,930.1,935.95,942,933,939,939,937.81,2879375,2700304306,78589
INFY,EQ,17-Oct-17,939,936.8,936.8,929.5,930.75,930.5,932.11,2812551,2621611619,77515
INFY,EQ,18-Oct-17,930.5,928.9,930,922.95,925,924.35,926.7,3615926,3350868643,78889
INFY,EQ,19-Oct-17,924.35,930,932,925.2,927.75,926.95,927.39,545717,506094102.6,13886
INFY,EQ,23-Oct-17,926.95,930,942,928.1,940.95,939.5,936.18,4577048,4284920340,105211
INFY,EQ,24-Oct-17,939.5,946,946.65,921.6,924.35,926.5,933.61,7264664,6782341418,117978
INFY,EQ,25-Oct-17,926.5,919,944.7,915.25,934.25,935.3,934.05,6992067,6530973260,176833
INFY,EQ,26-Oct-17,935.3,942,951.8,940.1,948.55,947.35,946.46,16829629,15928597286,144857
INFY,EQ,27-Oct-17,947.35,955,957.7,944,947,946.35,948.86,4262478,4044495152,108092
INFY,EQ,30-Oct-17,946.35,954.65,954.65,941.05,943.9,944.1,946.96,6484163,6140238516,120848
INFY,EQ,31-Oct-17,944.1,925,930,920,922,921.85,924.74,4977494,4602897345,68301
INFY,EQ,01-Nov-17,921.85,925,929.4,923.3,926,927.05,925.92,2816567,2607904113,59211
INFY,EQ,02-Nov-17,927.05,923.05,926,920,923.1,922.9,923.13,2343069,2162955678,81286
INFY,EQ,03-Nov-17,922.9,917,929.9,916.95,926.8,926.65,926.37,1849543,1713353953,51904
INFY,EQ,06-Nov-17,926.65,923.15,935,922.65,928.8,928.7,927.57,2533267,2349782381,69707
INFY,EQ,07-Nov-17,928.7,926.25,960,925.85,955.35,955.5,951.18,6721410,6393285439,145532
INFY,EQ,08-Nov-17,955.5,960.25,961.85,947.5,951.95,952.3,955.2,2684997,2564719195,88636
INFY,EQ,09-Nov-17,952.3,953,963,948.25,954,954.5,954.92,2361616,2255155224,67747
INFY,EQ,10-Nov-17,954.5,958.8,964.35,950,963.5,962.05,959.46,3294714,3161144505,63848
INFY,EQ,13-Nov-17,962.05,962.05,969.4,949.35,952.55,951.95,958.24,2510608,2405762223,58964
INFY,EQ,14-Nov-17,951.95,951.95,954.85,943.25,949.1,949.1,948.44,2866855,2719052888,74967
INFY,EQ,15-Nov-17,949.1,945.15,953.5,944.5,950.75,951.8,950.67,3511758,3338522494,98311
INFY,EQ,16-Nov-17,951.8,951.8,995.9,948.5,989.95,988.4,978.58,7843751,7675734065,224690
INFY,EQ,17-Nov-17,988.4,985.5,985.5,965.15,965.5,970.95,974.04,4028835,3924263396,178425
INFY,EQ,20-Nov-17,970.95,969,971,957.25,960.95,960.55,961.63,2830595,2721971566,66198
INFY,EQ,21-Nov-17,960.55,961.3,971.5,960.05,965.5,966.25,966.87,2682328,2593469144,74479
INFY,EQ,22-Nov-17,966.25,966.6,971.05,963.3,965.3,966.3,966.54,3042460,2940669553,57418
INFY,EQ,23-Nov-17,966.3,971.5,994.45,969,991.15,991.25,984.7,5947309,5856291708,141525
INFY,EQ,24-Nov-17,991.25,990.9,1019.3,990.2,1008,1009.55,1010.09,9309956,9403912992,180427
